Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1780120638,500,,Aggregated,27.000000,3.100000,11000,12000,13000,14000,29000,29000,32000,37000,49000,55000,55000,2236,258,11000,12009.745563984967,220.2598749427125,54782.850999967195,2734.2991949910556
1780120639,500,,Aggregated,25.400000,3.600000,11000,12000,13000,14000,29000,29000,32000,37000,49000,55000,55000,2263,265,11000,12045.271116415126,220.2598749427125,54782.850999967195,2723.1714538223596
1780120640,500,,Aggregated,23.200000,4.900000,11000,12000,13000,14000,29000,29000,31000,37000,49000,55000,55000,2302,267,11000,12082.410801399108,220.2598749427125,54782.850999967195,2747.197654213727
1780120641,500,,Aggregated,20.800000,5.100000,11000,12000,13000,14000,29000,29000,31000,37000,49000,55000,55000,2350,271,11000,12136.666415919663,220.2598749427125,54782.850999967195,2752.203829787234
1780120642,500,,Aggregated,20.300000,5.000000,11000,13000,14000,14000,29000,29000,31000,37000,49000,55000,55000,2442,280,11000,12215.830198453295,220.2598749427125,54782.850999967195,2802.541769041769
1780120643,500,,Aggregated,22.400000,5.300000,11000,13000,14000,14000,29000,29000,31000,37000,49000,55000,55000,2462,284,11000,12228.634356264802,220.2598749427125,54782.850999967195,2797.6007311129165
1780120644,500,,Aggregated,30.200000,6.100000,11000,13000,14000,14000,29000,29000,31000,37000,49000,55000,55000,2483,290,11000,12249.150807558202,220.2598749427125,54782.850999967195,2792.5714861055176
1780120645,500,,Aggregated,30.200000,6.100000,11000,13000,14000,14000,29000,29000,31000,37000,49000,55000,55000,2535,299,11000,12332.057680439906,220.2598749427125,54782.850999967195,2778.859171597633
1780120646,500,,Aggregated,32.100000,6.700000,11000,13000,14000,14000,29000,29000,31000,37000,49000,55000,55000,2559,312,11000,12411.020676548185,220.2598749427125,54782.850999967195,2770.2813599062133
1780120647,500,,Aggregated,36.300000,7.400000,11000,13000,14000,15000,29000,29000,31000,37000,49000,55000,55000,2629,329,11000,12577.887840033889,220.2598749427125,54782.850999967195,2770.428299733739
1780120648,500,,Aggregated,36.300000,7.500000,11000,13000,14000,16000,29000,29000,31000,37000,49000,55000,55000,2665,346,11000,12681.12399578938,220.2598749427125,54782.850999967195,2754.057410881801
1780120649,500,,Aggregated,37.500000,8.700000,11000,13000,14000,16000,29000,29000,31000,37000,49000,55000,55000,2690,349,11000,12674.92572028575,220.2598749427125,54782.850999967195,2741.6836431226766
1780120650,500,,Aggregated,42.500000,8.200000,11000,13000,14000,16000,29000,29000,31000,37000,49000,55000,55000,2711,354,11000,12689.18350812568,220.2598749427125,54782.850999967195,2732.956473625968
1780120651,500,,Aggregated,42.900000,8.400000,11000,13000,14000,16000,29000,29000,31000,37000,49000,55000,55000,2736,358,11000,12698.696667682281,220.2598749427125,54782.850999967195,2731.8702485380118
1780120652,500,,Aggregated,42.200000,8.500000,11000,13000,14000,15000,29000,29000,30000,37000,49000,55000,55000,2762,359,11000,12682.481597915545,220.2598749427125,54782.850999967195,2744.904055032585
